mutID,fnName
4,main
5,main
6,main
7,main
8,main
9,main
10,main
11,main
166,jpeg_abort
167,jpeg_abort
168,jpeg_abort
169,jpeg_abort
170,jpeg_abort
171,jpeg_abort
172,jpeg_abort
173,jpeg_abort
174,jpeg_abort
175,jpeg_abort
176,jpeg_abort
213,jpeg_consume_input
214,jpeg_consume_input
215,jpeg_consume_input
216,jpeg_consume_input
217,jpeg_consume_input
218,jpeg_consume_input
219,jpeg_read_scanlines
220,jpeg_read_scanlines
221,jpeg_read_scanlines
222,jpeg_read_scanlines
223,jpeg_read_scanlines
224,jpeg_read_scanlines
235,start_input_pass
236,per_scan_setup.192
237,per_scan_setup.192
238,per_scan_setup.192
239,per_scan_setup.192
240,per_scan_setup.192
241,per_scan_setup.192
242,per_scan_setup.192
243,get_interesting_appn
244,get_interesting_appn
245,get_interesting_appn
246,get_interesting_appn
247,get_interesting_appn
248,get_interesting_appn
249,get_interesting_appn
250,get_interesting_appn
251,get_interesting_appn
252,get_interesting_appn
253,jpeg_core_output_dimensions
254,jpeg_core_output_dimensions
255,jpeg_core_output_dimensions
256,jpeg_core_output_dimensions
257,jpeg_core_output_dimensions
258,jpeg_core_output_dimensions
259,jpeg_core_output_dimensions
260,jpeg_core_output_dimensions
261,jpeg_core_output_dimensions
262,jpeg_core_output_dimensions
263,jpeg_core_output_dimensions
264,jpeg_core_output_dimensions
265,jpeg_core_output_dimensions
266,jpeg_core_output_dimensions
267,jpeg_core_output_dimensions
333,jround_up
334,jround_up
335,jround_up
336,jround_up
337,jround_up
338,request_virt_barray
339,request_virt_barray
340,request_virt_barray
341,request_virt_barray
342,request_virt_barray
343,request_virt_barray
344,request_virt_barray
345,request_virt_barray
346,jpeg_get_large
347,jpeg_get_large
348,jpeg_get_large
349,jpeg_get_large
350,jpeg_get_large
359,decode_mcu_DC_refine.389
360,decode_mcu_DC_refine.389
361,decode_mcu_DC_refine.389
362,decode_mcu_DC_refine.389
363,decode_mcu_DC_refine.389
364,decode_mcu_DC_refine.389
479,decompress_onepass
480,decompress_onepass
481,decompress_onepass
482,decompress_onepass
483,decompress_onepass
484,decompress_onepass
485,decompress_onepass
486,decompress_onepass
487,decompress_onepass
488,decompress_onepass
489,decompress_onepass
490,decompress_onepass
491,decompress_onepass
492,decompress_onepass
493,decompress_onepass
494,decompress_onepass
495,decompress_onepass
496,decompress_onepass
497,jinit_inverse_dct
498,jinit_inverse_dct
499,jinit_inverse_dct
500,jinit_inverse_dct
501,std_huff_tables.484
502,std_huff_tables.484
503,std_huff_tables.484
504,std_huff_tables.484
505,process_data_simple_main.499
506,process_data_simple_main.499
507,process_data_simple_main.499
508,process_data_simple_main.499
509,process_data_simple_main.499
510,process_data_simple_main.499
511,process_data_simple_main.499
512,process_data_simple_main.499
528,my_emit_message
529,my_emit_message
530,my_emit_message
531,my_emit_message
532,my_emit_message
533,my_emit_message
534,my_emit_message
535,my_emit_message
536,my_emit_message
537,my_emit_message
762,jpeg_abort_decompress
763,jpeg_abort_decompress
764,jpeg_abort_decompress
784,reset_input_controller
785,reset_input_controller
786,jpeg_resync_to_restart
787,jpeg_resync_to_restart
788,jpeg_resync_to_restart
789,jpeg_resync_to_restart
790,jpeg_resync_to_restart
791,per_scan_setup.192
792,per_scan_setup.192
793,per_scan_setup.192
794,per_scan_setup.192
795,per_scan_setup.192
796,per_scan_setup.192
797,per_scan_setup.192
798,per_scan_setup.192
799,per_scan_setup.192
800,per_scan_setup.192
801,per_scan_setup.192
826,process_restart
827,process_restart
828,process_restart
829,process_restart
830,process_restart
831,h2v1_upsample
832,h2v1_upsample
833,h2v1_upsample
834,h2v1_upsample
835,h2v1_upsample
836,h2v1_upsample
837,h2v1_upsample
838,h2v1_upsample
839,h2v1_upsample
840,h2v1_upsample
841,h2v1_upsample
842,h2v1_upsample
843,h2v1_upsample
844,h2v1_upsample
845,h2v1_upsample
846,h2v1_upsample
847,h2v1_upsample
848,h2v1_upsample
849,h2v1_upsample
850,h2v1_upsample
851,h2v1_upsample
852,h2v1_upsample
853,h2v1_upsample
854,h2v1_upsample
855,h2v1_upsample
856,h2v1_upsample
857,h2v1_upsample
877,jinit_memory_mgr
878,jinit_memory_mgr
879,jinit_memory_mgr
880,jinit_memory_mgr
881,jinit_memory_mgr
882,jinit_memory_mgr
884,self_destruct
885,self_destruct
886,self_destruct
887,self_destruct
888,self_destruct
889,self_destruct
890,self_destruct
891,self_destruct
892,self_destruct
893,self_destruct
897,tjDestroy
898,tjDestroy
899,tjDestroy
900,tjDestroy
901,tjDestroy
902,tjDestroy
904,tjDestroy
905,tjDestroy
906,tjDestroy
907,tjDestroy
908,tjDestroy
909,get_byte
910,get_byte
1025,start_input_pass.459
1026,start_input_pass.459
1027,start_input_pass.459
1028,consume_data
1029,consume_data
1030,consume_data
1031,consume_data
1032,consume_data
1033,consume_data
1034,consume_data
1035,consume_data
1036,consume_data
1037,consume_data
1038,consume_data
1039,consume_data
1040,build_ycc_rgb_table.466
1041,build_ycc_rgb_table.466
1042,build_ycc_rgb_table.466
1043,build_ycc_rgb_table.466
1246,jpeg_abort
1247,jpeg_abort
1296,output_pass_setup
1297,output_pass_setup
1299,output_pass_setup
1300,output_pass_setup
1306,jinit_input_controller
1307,jinit_input_controller
1308,start_input_pass
1309,start_input_pass
1310,initial_setup.193
1311,initial_setup.193
1312,initial_setup.193
